ID_big_road1,ID_railroad_station_walk,build_count_1971-1995,cafe_avg_price_5000,cafe_count_3000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_sum_3000_max_price_avg,full_sq,kremlin_km,office_count_1500,price_doc,ID_big_road2,big_church_count_1000,big_church_count_5000,build_count_wood,cafe_count_1000,cafe_count_1500_price_1000,cafe_count_2000_price_2500,cafe_count_3000_price_500,cafe_count_5000_price_1000,cafe_sum_3000_min_price_avg,church_count_1500,leisure_count_5000,office_count_2000,cafe_avg_price_2000,cafe_count_3000_price_1000,cafe_count_5000_price_1500,cafe_sum_5000_max_price_avg,church_count_2000,ekder_all,max_floor,office_count_3000,office_sqm_5000,school_quota,big_church_count_3000,build_count_panel,cafe_count_2000_price_1000,cafe_count_5000,leisure_count_3000,mosque_km,office_count_5000,sub_area,trc_sqm_3000,work_all,big_market_km,bulvar_ring_km,cafe_avg_price_3000,cafe_count_2000_price_500,cafe_count_3000_price_1500,cafe_count_500,cafe_sum_2000_max_price_avg,cafe_sum_5000_min_price_avg,oil_chemistry_km,sadovoe_km,trc_sqm_2000,water_treatment_km
10,59.0,50.0,941.61,109,19,85,1139.42,58,7.590522436,4,11750000,4,0,32,0.0,0,1,4,32,107,674.04,1,15,9,938.71,36,76,1182.57,3,20972,22.0,43,2361813,5180.0,7,30.0,10,323,3,7.160393864,130,Sokolinaja Gora,370086,55337,12.22083782,5.868509413,906.73,9,25,0,1177.42,700.66,2.105976439,5.19997858,158955,11.47539
38,42.0,,1038.64,2,1,9,1250.0,135,19.92881447,1,9662201,43,0,2,,0,0,0,0,5,750.0,0,0,1,1250.0,1,4,1295.45,1,2056,3.0,1,233752,,1,,0,23,0,7.494802122999999,6,Poselenie Sosenskoe,0,6127,2.871756532,19.17984337,1000.0,0,1,0,1500.0,781.82,23.42742582,18.06563847,0,9.071759
1,31.0,66.0,900.0,47,3,23,1108.7,42,12.69992596,0,6000000,10,0,7,2.0,10,6,1,12,33,643.48,1,9,0,834.78,21,21,1132.53,4,24130,,1,332974,5824.0,5,85.0,11,86,6,8.40074666,12,Novogireevo,581446,56908,14.29412539,11.13179515,876.09,8,10,0,1065.22,667.47,4.178531391,10.582620599999998,195023,9.588829
1,33.0,159.0,831.62,41,7,49,1025.64,52,15.31666017,0,7650000,43,1,6,5.0,4,3,0,13,44,600.0,2,1,1,721.88,15,34,1044.12,4,46177,9.0,2,1129045,10559.0,3,150.0,5,143,0,5.235098371,25,Jasenevo,427350,105171,3.987602272,14.60452696,812.82,7,9,0,906.25,619.12,17.28732763,13.35816615,33300,9.656285
38,24.0,,1485.71,2,0,1,1250.0,57,29.13376481,0,4744593,13,0,0,,1,0,0,0,2,750.0,1,0,0,1250.0,1,1,1857.14,2,2989,12.0,0,0,,0,,0,7,0,10.19945593,0,Poselenie Desjonovskoe,0,8910,11.91044189,28.38510423,1000.0,0,1,1,1500.0,1114.29,30.67195175,27.2713964,0,9.211348
1,16.0,176.0,905.11,62,11,26,1036.36,77,13.52600273,1,12300000,48,1,10,0.0,28,12,3,19,32,612.73,2,2,2,813.1,19,23,1136.36,3,45487,14.0,4,288023,21892.0,6,328.0,14,99,0,8.980197865,8,Mar'ino,918730,161290,3.529105048,12.68620039,824.55,16,14,5,1023.81,673.86,3.2035803210000005,11.35000343,482288,3.696996
2,82.0,75.0,862.89,41,9,43,1236.11,36,14.72028664,0,5550000,31,0,6,0.0,1,0,1,9,45,741.67,1,3,1,1291.67,11,29,1085.94,3,29059,12.0,7,886151,5631.0,2,154.0,1,137,1,3.85030142,19,Caricyno,808003,84387,9.415773938,14.17784786,988.89,0,11,0,1583.33,639.84,10.85087208,12.60199377,5900,4.713591
38,47.0,,1040.54,2,3,10,1750.0,42,20.66681407,0,3444000,1,0,2,,0,0,0,0,11,1000.0,1,0,0,750.0,1,11,1297.3,2,2056,,0,85159,,0,,1,40,0,3.513159668,1,Poselenie Sosenskoe,0,6127,5.547796439,19.94519288,1375.0,0,0,0,1000.0,783.78,21.07844931,18.72886214,0,5.523638
14,28.0,131.0,682.14,6,0,7,916.67,64,37.05752466,1,1000000,49,0,0,146.0,3,1,0,3,4,566.67,1,2,1,640.0,1,3,857.14,1,14911,10.0,1,51038,10529.0,0,111.0,1,14,1,29.43702883,3,Krjukovo,17700,58114,43.84567431,35.81388413,741.67,3,2,0,800.0,507.14,44.30752076,35.03227624,17700,5.091228
1,30.0,171.0,916.67,29,3,30,1125.0,35,13.032952,1,5400000,21,0,9,0.0,3,1,1,9,38,685.71,2,10,1,826.92,7,25,1151.96,4,33184,12.0,1,277087,6766.0,3,161.0,4,105,5,10.51259346,10,Veshnjaki,245072,74032,8.719354312,11.67204628,905.36,5,10,1,1038.46,681.37,5.484504899,10.92313285,112892,7.864305
1,16.0,176.0,868.18,58,11,26,1019.23,38,14.09552138,0,3000000,48,0,10,0.0,9,9,2,19,33,600.0,2,2,2,764.1,18,24,1090.91,2,45487,,4,133023,21892.0,6,328.0,12,99,0,9.459496359,7,Mar'ino,897708,161290,3.659092408,13.24560231,809.62,17,12,7,961.54,645.45,2.65564417,11.92741497,482288,4.256107
10,59.0,59.0,908.56,77,9,60,1153.33,70,9.296151673999999,0,6000000,4,0,16,39.0,0,0,4,25,86,686.67,0,9,2,917.24,23,48,1145.83,2,26341,19.0,16,1393595,4339.0,4,32.0,10,225,2,8.620926735,75,Izmajlovo,210389,65499,13.7683894,7.56508347,920.0,9,18,0,1155.17,671.3,2.461015118,6.8621311810000005,174990,12.70162
2,39.0,,912.5,2,2,4,1500.0,60,25.85869086,0,5692640,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,3.060145533,0,Poselenie Voskresenskoe,0,4568,14.39399193,25.15539081,1250.0,0,2,0,1500.0,700.0,23.69644439,23.87706278,0,1.056734
2,42.0,38.0,1024.15,166,36,127,1350.32,56,6.863647409,1,9650000,4,2,26,0.0,12,9,5,33,160,814.65,4,18,18,998.15,49,138,1280.56,7,14557,,52,3783878,2204.0,6,40.0,20,535,3,4.586559689,141,Kotlovka,855360,41476,9.115451647999999,6.201946311,1082.48,11,49,8,1250.0,767.74,12.60632715,4.8396252230000005,169500,5.775786
2,47.0,109.0,875.0,15,2,5,1230.77,50,24.37188729,0,8200000,39,1,1,607.0,2,0,0,2,5,776.92,2,0,0,1150.0,3,8,1083.33,2,26087,10.0,0,63808,24750.0,1,431.0,1,20,0,1.458031011,4,Juzhnoe Butovo,87000,121369,15.12035758,23.67509846,1003.85,0,8,1,1400.0,666.67,22.16406949,22.37970657,10000,1.159926
1,105.0,0.0,992.44,16,9,24,1375.0,56,16.00085262,1,6258733,22,0,5,1.0,1,1,0,2,27,841.67,1,3,2,1000.0,3,21,1244.19,2,4695,1.0,5,465508,,1,0.0,1,95,1,6.385313363,16,Poselenie Moskovskij,304350,13996,8.564333241,15.17050017,1108.33,0,5,0,1250.0,740.7,23.84843413,14.00118971,294350,15.14399
13,24.0,0.0,907.69,1,1,2,1000.0,79,23.37369741,1,5571245,27,0,1,1.0,1,1,0,0,7,500.0,2,0,1,750.0,1,3,1153.85,3,4695,,1,117300,,0,0.0,1,14,0,13.18857102,1,Poselenie Moskovskij,117300,13996,13.44896211,22.54890872,750.0,0,0,0,1000.0,661.54,29.54613155,21.3805548,117300,13.99758
14,28.0,10.0,682.14,11,0,7,818.18,39,35.72762077,1,4600000,49,0,1,21.0,3,2,0,6,4,481.82,1,2,2,671.43,3,3,857.14,1,8011,,2,51038,4674.0,1,31.0,3,14,1,27.2543966,3,Savelki,34100,19960,37.63039178,34.42260985,650.0,3,2,0,857.14,507.14,42.48083928,33.68306976,32000,2.124037
2,2.0,64.0,965.96,100,11,71,1168.42,53,10.57422893,2,10138914,16,1,7,0.0,16,10,7,27,98,695.79,4,7,4,900.93,32,83,1209.22,6,29848,30.0,25,2396112,6442.0,2,124.0,21,293,3,1.687209476,66,Zjuzino,449770,78835,7.529624909,9.917549042000001,932.11,16,26,8,1138.89,722.7,13.61591935,8.537648962,227800,5.363882
1,18.0,129.0,883.0,22,4,16,1023.81,45,14.69578362,0,7000000,41,1,5,0.0,4,2,0,6,18,609.52,1,1,1,671.43,8,12,1110.0,1,41919,9.0,4,280476,11081.0,3,207.0,3,54,0,8.337862734,10,Gol'janovo,420574,98260,13.00071548,12.89720476,816.67,3,7,1,857.14,656.0,8.745334774,12.15448864,380110,16.84035
3,17.0,35.0,950.0,47,8,29,1227.27,41,10.62920151,1,6050000,50,0,7,0.0,4,4,2,10,34,727.27,7,4,2,838.0,17,29,1189.32,9,32027,5.0,4,396879,10492.0,4,312.0,10,111,2,9.479897864,17,Kuz'minki,433870,93811,4.649711039,9.605507246,977.27,8,12,0,1060.0,710.68,5.807173727,8.523491442000001,54770,5.162014
13,24.0,0.0,907.69,1,1,2,1000.0,64,23.37369741,1,5583680,27,0,1,1.0,1,1,0,0,7,500.0,2,0,1,750.0,1,3,1153.85,3,4695,,1,117300,,0,0.0,1,14,0,13.18857102,1,Poselenie Moskovskij,117300,13996,13.44896211,22.54890872,750.0,0,0,0,1000.0,661.54,29.54613155,21.3805548,117300,13.99758
1,1.0,206.0,910.98,68,13,40,1101.56,32,15.11915405,4,5950000,36,0,12,0.0,7,6,2,21,47,653.13,2,0,5,775.0,22,33,1143.94,2,36211,9.0,11,660803,11065.0,2,184.0,10,145,0,4.116996169,23,Bibirevo,1308571,98207,6.10893937,13.649665300000002,877.34,16,16,6,972.22,678.03,17.75581189,13.04885205,1114020,24.36157
13,24.0,,991.67,10,2,4,1200.0,61,21.72262007,0,5426804,27,0,2,,2,2,1,1,8,680.0,1,1,0,1021.43,6,4,1250.0,2,861,,0,177300,,1,,3,20,0,12.23990108,2,Poselenie Vnukovskoe,22000,2566,15.09254177,20.86442659,940.0,1,2,0,1285.71,733.33,29.42544257,19.69296029,5000,16.04942
4,5.0,71.0,1165.93,1815,170,639,1453.0,79,0.072896553,120,5761879,34,16,150,27.0,316,143,150,449,642,882.31,66,105,232,1180.19,432,636,1451.32,104,20184,,486,9997846,6772.0,94,41.0,257,2625,85,1.827838178,774,Tverskoe,1702619,43921,7.836658044,0.506919217,1167.66,255,446,71,1468.75,880.53,8.750185233,2.185333005,1240332,10.37804
3,17.0,35.0,950.99,52,8,27,1224.49,42,10.500778,1,6000000,50,0,6,0.0,8,6,2,14,36,728.57,5,4,1,834.62,17,27,1193.07,9,32027,5.0,4,510879,10492.0,3,312.0,11,109,2,9.369605011,19,Kuz'minki,433870,93811,4.645952032,9.45193181,976.53,8,12,1,1057.69,708.91,6.035304787,8.387742879,48450,5.390304
38,47.0,,1010.0,4,1,10,2250.0,102,20.34154585,0,8286072,1,0,3,,0,0,0,0,6,1375.0,2,0,0,750.0,1,5,1260.0,2,2056,17.0,1,108859,,0,,1,26,0,5.3397911360000005,3,Poselenie Sosenskoe,0,6127,3.0258932410000003,19.6032973,1812.5,0,1,0,1000.0,760.0,22.22796402,18.46506813,0,7.064775999999998
1,11.0,171.0,913.37,27,2,30,1057.69,32,13.29599273,1,1500000,21,0,9,0.0,3,1,0,9,38,642.31,2,10,1,858.33,7,24,1148.51,6,33184,9.0,1,260550,6766.0,3,161.0,3,103,4,10.34967999,8,Veshnjaki,266092,74032,8.333777774,11.93127221,850.0,1,9,1,1083.33,678.22,5.694912522999999,11.18736422,123392,7.620875999999999
38,108.0,1.0,1875.0,2,0,0,2000.0,44,37.12324046,0,4188272,46,0,0,1.0,2,0,1,0,1,1250.0,2,0,0,1625.0,0,1,2333.33,2,9501,6.0,0,0,,0,0.0,0,6,0,17.45364828,0,Troickij okrug,0,24009,20.89235077,36.37272236,1625.0,0,1,1,2000.0,1416.67,38.27620917,35.2439694,0,15.68271
3,3.0,35.0,943.43,57,8,26,1203.7,37,10.08814601,1,6200000,4,0,6,0.0,11,9,3,16,38,718.52,3,5,1,877.27,18,24,1186.87,4,32027,16.0,7,1074757,10492.0,2,312.0,9,107,2,8.9846561,27,Kuz'minki,433870,93811,5.422513236,9.005924052000001,961.11,7,14,5,1113.64,700.0,5.742240288,7.967287343,48450,5.651719
11,35.0,42.0,975.81,5,1,5,1300.0,76,17.66902913,0,11400000,7,0,6,793.0,2,1,0,0,14,800.0,0,2,0,1000.0,2,10,1225.81,0,8935,12.0,0,138650,8687.0,2,97.0,1,32,0,9.06100272,2,Kosino-Uhtomskoe,36600,49242,12.92843419,16.284427700000002,1050.0,0,3,2,1250.0,725.81,8.906374785,15.56416073,0,3.64655
1,18.0,129.0,883.0,21,4,16,1025.0,42,14.93658735,1,6200000,41,2,4,0.0,2,2,0,6,18,615.0,1,1,2,671.43,7,12,1110.0,1,41919,12.0,3,270637,11081.0,3,207.0,3,54,0,7.646651929,9,Gol'janovo,417410,98260,12.6771091,13.13999458,820.0,3,7,2,857.14,656.0,8.606054138,12.39161366,380110,16.202720000000006
4,7.0,50.0,907.65,121,23,104,1176.72,41,7.440979408,18,8400000,10,2,32,0.0,33,14,9,35,120,693.97,3,16,31,890.97,41,80,1141.18,4,20972,9.0,53,2540660,5180.0,12,30.0,21,363,5,6.46447893,145,Sokolinaja Gora,392186,55337,13.72824119,5.6636992070000005,935.34,26,25,5,1118.06,674.12,3.444733807,4.92188887,355086,12.51427
4,2.0,84.0,906.25,29,10,50,1142.86,39,8.532480293999999,0,6154704,3,0,9,1.0,2,4,1,10,62,660.71,1,7,0,1105.0,11,40,1139.88,2,29431,1.0,10,2721859,6237.0,1,90.0,5,178,5,6.543563239,67,Nagatinskij Zaton,275665,70194,8.42790322,7.790824982,901.79,2,3,0,1400.0,672.62,8.081087842,6.3067663320000005,12065,1.795546
8,12.0,58.0,959.02,50,9,32,1147.73,69,15.86904434,1,5453910,1,1,10,11.0,0,4,0,12,50,684.09,1,0,1,933.33,16,38,1203.01,2,15676,15.0,3,807758,5782.0,6,105.0,4,142,0,6.862579024,26,Zapadnoe Degunino,283539,51138,15.77373912,14.46995561,915.91,1,13,0,1166.67,715.04,21.90448597,13.7989831,156099,18.12757
2,47.0,102.0,920.0,11,3,13,1550.0,77,20.08225176,0,12000000,40,1,4,0.0,5,1,2,3,8,940.0,2,0,1,1300.0,2,11,1142.86,3,14282,14.0,1,85289,7653.0,1,124.0,1,38,0,4.259599653,4,Severnoe Butovo,117783,65270,12.09779862,19.44028989,1245.0,3,2,1,1611.11,697.14,16.58092252,18.02936681,70183,6.21401
5,61.0,48.0,1041.7,135,45,211,1206.35,55,6.631895382000001,18,2000000,30,1,25,16.0,18,8,2,45,188,726.19,6,16,26,919.57,34,143,1301.37,7,18652,,69,4525489,6217.0,8,41.0,12,702,4,4.64870127,246,Timirjazevskoe,372185,52030,18.09879773,5.179423851,966.27,17,30,2,1141.3,782.04,13.03717262,4.537686527,140955,17.21959
5,45.0,25.0,913.61,81,15,46,1351.35,81,13.227143599999998,3,8300000,36,0,13,0.0,5,8,2,12,65,805.41,1,0,9,1212.12,30,45,1147.93,2,19391,12.0,21,932458,7327.0,4,108.0,9,184,0,2.551690846,40,Beskudnikovskoe,601643,44449,15.32699599,11.74591685,1078.38,5,22,0,1500.0,679.29,18.03559868,11.13651832,354983,22.26717
4,5.0,71.0,1165.93,1815,170,639,1453.0,44,0.072896553,120,6600000,34,16,150,27.0,316,143,150,449,642,882.31,66,105,232,1180.19,432,636,1451.32,104,20184,,486,9997846,6772.0,94,41.0,257,2625,85,1.827838178,774,Tverskoe,1702619,43921,7.836658044,0.506919217,1167.66,255,446,71,1468.75,880.53,8.750185233,2.185333005,1240332,10.37804
4,44.0,102.0,1116.37,597,114,447,1302.35,39,2.972842153,61,8900000,10,6,129,31.0,96,39,29,151,475,788.45,20,77,117,1126.34,152,453,1391.43,30,30774,17.0,228,8182290,9748.0,64,76.0,58,1818,17,2.027891297,580,Taganskoe,1191732,71253,3.566536695,1.951057396,1045.4,52,166,27,1399.55,841.31,6.2495436710000005,0.846275601,284727,7.680864
5,8.0,11.0,996.2,22,5,23,1025.0,38,18.05234785,1,2000000,36,1,6,97.0,7,3,1,7,26,605.0,1,0,3,872.73,7,20,1246.84,2,3215,17.0,5,457011,3298.0,4,42.0,3,84,0,6.819640349,16,Severnoe,580971,19539,12.39478456,16.56425407,815.0,4,5,0,1090.91,745.57,22.07439063,15.96715251,515000,19.63959
20,38.0,61.0,946.51,35,10,47,1080.65,38,9.60441241,2,6400000,4,0,14,4.0,2,2,0,10,61,629.03,1,7,4,787.5,13,43,1188.95,2,31147,9.0,17,1209536,7277.0,5,63.0,4,182,1,7.46070581,64,Bogorodskoe,74668,59366,17.87294147,7.821714675,854.84,2,6,1,1000.0,704.07,7.070608384,7.076172636,41200,16.32722
2,39.0,109.0,918.75,5,2,4,1250.0,62,27.1712195,4,2000000,39,0,1,607.0,2,0,1,2,0,775.0,2,0,4,1012.5,0,3,1125.0,2,26087,15.0,4,63808,24750.0,0,431.0,0,10,0,5.551140547,4,Juzhnoe Butovo,175000,121369,22.13681132,26.52853273,1012.5,2,1,1,1250.0,712.5,21.65757129,25.11790277,0,3.784556
14,28.0,39.0,682.14,14,0,7,857.14,68,37.03564999,1,550000,49,0,1,27.0,2,1,0,7,4,507.14,1,2,3,760.0,4,3,857.14,1,7757,,3,51038,5038.0,0,33.0,3,14,2,28.970599,3,Staroe Krjukovo,49700,16577,42.35346459,35.76135826,682.14,4,3,0,950.0,507.14,44.04353332,35.0019514,35800,4.070478
1,26.0,175.0,1285.65,31,13,19,1827.59,75,14.20119009,4,4890000,29,1,4,161.0,3,4,5,1,38,1131.03,5,0,5,1328.13,8,27,1604.35,5,37504,12.0,5,706388,11032.0,1,160.0,5,128,0,10.04263142,22,Strogino,650124,97920,26.5680892,13.04183359,1479.31,0,12,0,1656.25,966.96,22.9400527,12.20373378,544200,21.67305
2,39.0,,912.5,3,2,4,1500.0,40,25.59597356,0,4238000,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,2.797454739,0,Poselenie Voskresenskoe,0,4568,14.70375644,24.89313031,1250.0,0,3,0,1500.0,700.0,23.46344657,23.61361442,0,0.970986
4,83.0,28.0,1183.63,1009,135,539,1501.57,133,3.364326258,95,7000000,28,0,93,0.0,116,77,59,251,519,912.02,10,81,150,1102.08,247,502,1473.09,23,10729,18.0,295,10187200,2088.0,32,10.0,110,2160,43,2.772498537,614,Begovoe,608728,25933,11.6086153,2.072198212,1206.79,120,228,51,1372.86,894.17,11.45743145,1.311918453,121090,13.89777
10,56.0,185.0,889.89,32,3,23,1078.13,38,13.02402239,0,5500000,1,1,6,0.0,4,5,0,10,39,625.0,2,8,0,755.88,14,21,1123.6,3,32331,,1,259574,9439.0,4,143.0,10,92,4,7.211543207999999,11,Ivanovskoe,500823,77612,14.215697,11.35154221,851.56,4,6,2,970.59,656.18,4.555085127,10.74634344,375106,10.97195
2,47.0,109.0,923.81,15,2,6,1230.77,50,23.47633961,0,7450000,38,0,1,607.0,1,0,0,2,5,776.92,1,0,0,1166.67,3,9,1142.86,2,26087,12.0,0,0,24750.0,1,431.0,1,23,0,0.898821423,0,Juzhnoe Butovo,87000,121369,14.70014243,22.77590081,1003.85,0,8,0,1416.67,704.76,21.71395812,21.49042804,73000,2.10835
4,5.0,71.0,1165.93,1815,170,639,1453.0,46,0.072896553,120,4941388,34,16,150,27.0,316,143,150,449,642,882.31,66,105,232,1180.19,432,636,1451.32,104,20184,0.0,486,9997846,6772.0,94,41.0,257,2625,85,1.827838178,774,Tverskoe,1702619,43921,7.836658044,0.506919217,1167.66,255,446,71,1468.75,880.53,8.750185233,2.185333005,1240332,10.37804
2,39.0,,912.5,3,2,4,1500.0,79,25.73525569,0,7088600,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,2.9385936110000004,0,Poselenie Voskresenskoe,0,4568,14.35025801,25.03210973,1250.0,0,3,0,1500.0,700.0,23.59057964,23.75338812,0,1.014447
7,11.0,42.0,981.82,5,1,6,1300.0,38,17.20728615,0,6400000,11,0,5,793.0,2,1,0,0,13,800.0,0,2,0,1000.0,2,12,1227.27,0,8935,14.0,0,138650,8687.0,2,97.0,1,34,0,8.556257415,2,Kosino-Uhtomskoe,36600,49242,12.73500699,15.79345023,1050.0,0,3,1,1250.0,736.36,9.162217377000001,15.11236951,0,4.3166080000000004
38,24.0,,1485.71,2,0,1,1250.0,56,29.13376481,0,4465176,13,0,0,,1,0,0,0,2,750.0,1,0,0,1250.0,1,1,1857.14,2,2989,,0,0,,0,,0,7,0,10.19945593,0,Poselenie Desjonovskoe,0,8910,11.91044189,28.38510423,1000.0,0,1,1,1500.0,1114.29,30.67195175,27.2713964,0,9.211348
1,26.0,175.0,1278.64,30,12,16,1910.71,50,14.74855147,5,10000000,44,0,4,161.0,5,4,5,0,38,1178.57,5,0,5,1263.89,8,28,1595.45,5,37504,16.0,5,706388,11032.0,1,160.0,7,122,0,10.54561242,22,Strogino,650124,97920,26.52850059,13.58801897,1544.64,0,11,0,1583.33,961.82,23.47036635,12.75037087,650124,21.22887
11,75.0,10.0,902.38,6,0,3,1083.33,80,19.28384216,0,1999000,7,0,4,0.0,0,0,0,1,11,633.33,1,0,0,1000.0,3,6,1142.86,2,3150,17.0,0,26950,7377.0,1,28.0,1,21,0,10.20197205,1,Nekrasovka,41100,13331,10.23957258,17.94516156,858.33,0,2,0,1250.0,661.9,8.813270645,17.16330467,36600,1.763889
3,91.0,58.0,924.77,50,6,28,1193.88,45,10.40158764,1,6300000,21,0,8,0.0,13,4,1,15,42,704.08,3,11,4,982.5,17,27,1163.55,4,26925,12.0,4,761815,8348.0,1,93.0,6,113,4,9.539158527,26,Rjazanskij,322309,62215,11.22076521,9.082515155,948.98,6,10,3,1225.0,685.98,3.71110213,8.281488469,0,8.255457
4,5.0,62.0,1131.92,855,136,491,1347.07,44,2.8007367000000003,78,6800000,10,6,133,0.0,61,40,40,213,515,815.11,29,89,112,1040.25,222,488,1410.69,46,26760,5.0,247,8064565,7770.0,67,35.0,85,2017,25,2.73671214,639,Basmannoe,1591570,68043,5.914646735,1.17021098,1081.09,87,229,8,1295.6,853.16,5.81205228,0.6364896320000001,410327,9.532728
15,84.0,87.0,882.88,44,14,23,1085.71,69,14.62260265,0,12316908,1,2,10,0.0,5,4,0,12,25,645.71,0,1,3,794.12,11,18,1109.59,4,22743,24.0,7,348079,6839.0,8,93.0,7,87,1,2.529254869,19,Losinoostrovskoe,1631820,49063,4.551972434,13.05621051,865.71,5,9,0,1000.0,656.16,14.60556448,12.40717557,1557170,23.36121
1,105.0,0.0,980.77,18,9,25,1285.71,80,15.75024402,1,8454219,22,0,5,1.0,1,1,0,3,30,778.57,1,3,2,750.0,4,22,1230.77,2,4695,10.0,7,467146,,1,0.0,1,100,1,6.132985602000001,17,Poselenie Moskovskij,312350,13996,8.281028062,14.92160159,1032.14,0,5,0,1000.0,730.77,23.58812822,13.75272697,209000,15.16405
11,35.0,42.0,965.38,3,1,4,1333.33,41,17.91726652,0,6200000,7,0,6,793.0,1,1,0,0,12,833.33,0,1,0,1000.0,1,9,1211.54,0,8935,24.0,0,111700,8687.0,1,97.0,1,27,0,8.012420662,1,Kosino-Uhtomskoe,0,49242,13.81385241,16.47630187,1083.33,0,2,0,1250.0,719.23,9.750963469,15.83163205,0,4.065054
3,16.0,154.0,854.95,68,10,34,1033.33,42,12.08518095,2,5600000,1,1,11,0.0,20,10,3,20,39,608.33,2,2,4,851.16,22,20,1079.21,8,34450,14.0,5,234623,11887.0,5,190.0,15,111,1,8.309161121,7,Ljublino,847630,107626,2.926956993,11.24540606,820.83,14,15,3,1069.77,630.69,4.385740105,9.912783767999999,289820,2.728626
20,23.0,246.0,918.26,79,19,69,1111.11,38,10.95683047,1,5650000,5,0,12,0.0,3,4,3,28,76,658.33,2,5,2,926.67,21,47,1155.25,7,41985,,20,937482,12721.0,7,222.0,12,238,0,1.641130973,49,Otradnoe,940058,112133,9.192320469,9.491459615,884.72,7,14,0,1166.67,681.28,14.24768414,8.884209978,367046,20.99282
1,42.0,159.0,839.83,14,3,22,961.54,44,17.91861247,0,2000000,43,0,5,5.0,2,2,1,6,21,561.54,2,0,0,971.43,4,11,1059.32,4,46177,9.0,0,105647,10559.0,1,150.0,2,62,0,5.171548809,5,Jasenevo,123800,105171,5.556249463,17.21353041,761.54,2,2,0,1214.29,620.34,18.28899742,15.94314008,111300,7.573206
28,71.0,47.0,1140.0,151,58,189,1340.58,154,6.869565927999999,14,50000000,32,0,21,2.0,16,10,9,38,195,803.62,0,12,26,1110.42,45,162,1421.01,1,13153,18.0,57,7123335,6684.0,6,59.0,23,748,2,6.661154705,233,Horoshevskoe,1127294,34328,21.47071432,5.6997195220000005,1072.1,18,32,3,1388.89,858.99,15.3836286,4.840015856,1012956,16.7213
14,28.0,46.0,682.14,14,0,7,857.14,37,38.09206126,1,4700000,49,0,1,7.0,1,1,0,7,4,507.14,1,2,2,590.0,4,3,857.14,1,10196,22.0,3,51038,2506.0,0,17.0,3,14,2,29.78095267,3,Silino,35800,22548,40.78598708,36.8023561,682.14,6,3,0,750.0,507.14,44.96169927,36.05350039,34100,4.664493
4,44.0,102.0,1103.23,400,96,365,1325.68,51,3.599469137,28,1500000,10,3,111,31.0,48,29,25,87,373,802.97,15,54,90,1121.35,108,379,1374.82,22,30774,9.0,184,7381980,9748.0,40,76.0,49,1474,13,2.616549923,491,Taganskoe,1466266,71253,3.38987973,2.568887891,1064.32,39,120,11,1396.07,831.64,5.840217407999999,1.47254502,490944,7.279644
1,16.0,176.0,874.06,59,12,31,1028.85,51,14.11860041,0,1850000,48,2,9,0.0,12,9,2,20,40,605.77,2,1,2,746.51,17,28,1099.06,3,45487,,4,288023,21892.0,6,328.0,14,118,0,8.588201603,8,Mar'ino,572410,161290,4.757579423999999,13.32465286,817.31,19,11,2,941.86,649.06,3.520777802,11.90844523,514888,3.667428
4,65.0,24.0,1049.65,101,44,142,1328.13,34,5.597239148,11,6600000,3,1,58,0.0,12,12,5,24,170,793.75,3,20,27,965.56,32,166,1309.73,4,17923,14.0,65,5279945,4390.0,14,30.0,15,609,2,4.282895393,266,Juzhnoportovoe,1241839,44334,2.828029375,4.850507656,1060.94,13,24,0,1211.11,789.56,7.404302442,3.39196854,1097000,4.447259
1,4.0,130.0,1187.12,37,5,9,1243.24,80,18.7528432,2,11180670,17,1,5,51.0,13,10,3,7,25,732.43,1,1,4,983.33,15,18,1484.85,2,29529,1.0,4,414166,17063.0,4,201.0,12,71,0,14.36659569,10,Mitino,315256,120381,26.8151501,17.56646253,987.84,5,10,7,1233.33,889.39,26.84732323,16.72417404,137756,15.89356
3,17.0,154.0,919.23,47,10,37,1197.67,46,10.70570465,1,6000000,50,0,6,0.0,4,5,1,10,39,709.3,9,5,2,971.05,17,28,1153.85,10,34450,14.0,4,279579,11887.0,4,190.0,7,127,1,9.494160049,15,Ljublino,433870,107626,3.1451477960000003,9.757038346,953.49,3,12,2,1210.53,684.62,5.442552742,8.615470007999999,385420,4.17261
1,18.0,129.0,868.48,40,6,31,1097.22,45,12.21784902,3,6500000,12,0,9,0.0,3,2,1,10,33,652.78,1,2,3,933.33,13,21,1092.39,3,41919,14.0,7,372012,11081.0,3,207.0,8,98,2,8.755188255,16,Gol'janovo,129066,98260,16.00695912,10.41667148,875.0,4,11,1,1166.67,644.57,7.160922032999999,9.686889708999999,61032,17.30864
